TIPO,NOMBRE,SECTOR,CODCUE,CUENCA,CODSCUE,SUBCUENCA,CODMCUE,MICROCUENCA,VOLUMEN,OBSERVACION,IDTABINV,CODHIDRO,OBJECTID,AMBIENTEHidrografia_CAguAREA
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,497,361.03989916
603,Laguna,RURAL,3503,Río Guatiquía,350306,Quebrada Blanca,,ND,,,,,498,981.41765734
603,Lago Club El Rancho 2,RURAL DC,2120,Río Bogotá,212022,Torca,21202203,Canal Torca,,,,21202203006,499,20363.11443055
603,Laguna 2 Q. El Baul o Puente Lajas,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200604,Río Tunjuelo Alto,,,,21200604270,500,408.65998625
603,Laguna 1 Q. El Baul o Puente Lajas,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200604,Río Tunjuelo Alto,,,,21200604269,501,964.64054636
603,Laguna,RURAL,3503,Río Guatiquía,350302,Río Chingaza,,ND,,,,,502,3937.75074544
603,Laguna,RURAL,3506,Río Guavio,350616,Río Guavio,,ND,,,,,503,266.15045984
603,Lago Club Pueblo Viejo 10,RURAL,2120,Río Bogotá,212007,Sector Tibitoc - Soacha,,ND,,,,,504,3799.46384226
603,Laguna,RURAL,3503,Río Guatiquía,350301,Río Chuza - Embalse de Chuza,,ND,,,,,505,7275.661158
603,Laguna del Salero,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200608,Río Lechoso o Mugroso,,,,21200608479,506,322.46438894
603,Laguna Pantano Grande,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609486,507,22797.04440069
601,Río Gazatavena,RURAL,3505,Río Humea,350507,Río Gazatavena,,ND,, Area M2: 1195874,,,508,1196087.68059642
605,Embalse de San Rafael,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,Vol M3: 75000000 Area M2: 3359600,,,509,3359618.03725046
603,Laguna Bogotá 008,RURAL DC,2120,Río Bogotá,212022,Torca,21202202,Conejera,,,,21202202017,510,5344.56503306
603,Laguna 2 Sector Las Mercedes,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200606,Interfluvios Río Chisaca,,,,21200606151,511,971.78478799
601,Río Salitre,RURAL,3502,Río Guayuriba,350224,Río Gallo,,ND,,,,,512,99721.83284495
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,513,277.10315088
601,Río Tabaco,RURAL,3502,Río Guayuriba,350218,Río Pontezuela,,ND,,,,,514,10621.80026212
603,Laguna 2 Sector Q. La Regadera,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609493,515,272.61332576
601,Río Rucio,RURAL,3506,Río Guavio,350618,Río Rucio,,ND,,,,,516,334848.08369439
601,Río Borrachero,RURAL,3504,Río Guacavía,,ND,,ND,, Area M2: 1593422,,,517,1593649.83437322
603,Laguna sector Q. Los Encenillos,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200607,Río Chisacá,,,,21200607503,518,391.88821661
601,Río Caqueza,RURAL,3502,Río Guayuriba,350223,Río Caqueza,,ND,,,,,519,632074.236615
603,Lago Club Pueblo Viejo 8,RURAL,2120,Río Bogotá,212007,Sector Tibitoc - Soacha,,ND,,,,,520,1066.07593997
603,Laguna,RURAL,3502,Río Guayuriba,350223,Río Caqueza,,ND,,,,,521,4770.45906409
603,Laguna Sector Q. El Campamento,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200607,Río Chisacá,,,,21200607508,522,628.39223779
603,Laguna,RURAL,3503,Río Guatiquía,,ND,,ND,,,,,523,9232.34330922
603,Laguna 2 Sector Santa Barbara,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200604,Río Tunjuelo Alto,,,,21200604274,524,268.26499889
601,Río Gazaunta,RURAL,3505,Río Humea,350503,Río Gazaunta,,ND,, Area M2: 7950163,,,525,7951790.82756424
603,Laguna,RURAL,2119,Río Sumapaz,211910,Río Cuja,,ND,,,,,526,1111.54550732
603,Laguna,RURAL,3506,Río Guavio,350609,Río Sueva,,ND,,,,,527,6754.02634613
603,Laguna,RURAL,3502,Río Guayuriba,350218,Río Pontezuela,,ND,,,,,528,3305.81071558
603,Laguna El Verjón,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,529,11260.75424218
603,Laguna,RURAL,2119,Río Sumapaz,211910,Río Cuja,,ND,,,,,530,264.91369892
601,Río Cuja,RURAL,2119,Río Sumapaz,211910,Río Cuja,,ND,,,,,531,811010.25385772
603,Laguna Sector Q. Peña del Guache,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200608,Río Lechoso o Mugroso,,,,21200608481,532,1003.09474981
601,Río San Juan,RURAL,2119,Río Sumapaz,211902,Río San Juan,,ND,,,,,533,331472.19048806
603,Darsena Tibitoc,RURAL,2120,Río Bogotá,212012,Sector Sisga - Tibitoc,,ND,,,,,534,284936.2029737
601,Río San Martín,RURAL,3502,Río Guayuriba,350245,Quebrada San Martin,,ND,, Area M2: 1053230,,,535,1053233.40315943
603,Laguna 1 Sector Q. Carrizal o La Regadera,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609509,536,1992.96897388
603,Laguna 1 Sector Q. Boca Grande,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609473,537,16274.3815835
603,Laguna 8 Sector Olarte,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200604,Río Tunjuelo Alto,,,,21200604291,538,264.09291748
603,Laguna Sector Q. Los Naranjos,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200606,Interfluvios Río Chisaca,,,,21200606149,539,275.34005725
603,Laguna,RURAL,2119,Río Sumapaz,211910,Río Cuja,,ND,,,,,540,349.09900453
603,Laguna,RURAL,3502,Río Guayuriba,350222,Río Palmar,,ND,,,,,541,1122.29146121
603,Pondaje Navarra,RURAL DC,2120,Río Bogotá,212020,Fucha,21202001,Canal Cundinamarca,,,,21202001031,542,20223.15301704
603,Laguna,RURAL,3503,Río Guatiquía,350306,Quebrada Blanca,,ND,,,,,543,2880.02802121
603,Laguna,RURAL,3506,Río Guavio,350616,Río Guavio,,ND,,,,,544,100.17031819
601,Río Teusaca,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,545,96499.42255132
603,Laguna,RURAL,3503,Río Guatiquía,350302,Río Chingaza,,ND,,,,,546,18433.95820906
603,Laguna Casablanca,RURAL,3502,Río Guayuriba,350217,Río Santa Rosa,,ND,,,,,547,67373.29945402
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,548,439.95091124
603,Lago Club Pueblo Viejo 6,RURAL,2120,Río Bogotá,212007,Sector Tibitoc - Soacha,,ND,,,,,549,7584.91583627
603,Laguna,RURAL,3502,Río Guayuriba,350218,Río Pontezuela,,ND,,,,,550,406.64306745
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,551,147.93540449
603,Laguna,RURAL,3502,Río Guayuriba,350217,Río Santa Rosa,,ND,,,,,552,129225.24521499
604,Humedal Puyana,RURAL,2120,Río Bogotá,212004,Sector Salto - Soacha,,ND,,,,,553,83653.60736902
603,Laguna,RURAL,3502,Río Guayuriba,350236,Quebrada de Chucua,,ND,,,,,554,8294.53898524
603,Lago Club Los Arrayanes 3,RURAL DC,2120,Río Bogotá,212022,Torca,21202202,Conejera,,,,21202202007,555,4216.03383306
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,556,627.59126428
603,Laguna,RURAL,3506,Río Guavio,350616,Río Guavio,,ND,,,,,557,112.20028314
603,Laguna,RURAL,3506,Río Guavio,350611,Río Farallones,,ND,,,,,558,5873.17686034
601,Río Sumapaz,RURAL,2119,Río Sumapaz,211913,Directos al Sumapaz Icononzo - Pandi,,ND,, Area M2: 1046091,,,559,1046135.72972764
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,560,211.82732361
603,Laguna,RURAL,3502,Río Guayuriba,350217,Río Santa Rosa,,ND,,,,,561,332.51981107
603,Laguna de La Lajita 2,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200607,Río Chisacá,,,,21200607205,562,2136.87194121
603,Laguna San Juan,RURAL,3503,Río Guatiquía,350305,Río Guajaro,,ND,,,,,563,38852.0867871
603,Laguna 3 Sector La Regadera,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200604,Río Tunjuelo Alto,,,,21200604279,564,6029.86281401
603,Laguna 1 Sector R. Chisacá,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200607,Río Chisacá,,,,21200607514,565,2849.41100776
603,Laguna,RURAL,3502,Río Guayuriba,350219,Río Blanco - Choachi,,ND,,,,,566,4334.09991815
603,Laguna Sector L. Larga 2,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200607,Río Chisacá,,,,21200607237,567,3958.40941712
603,Laguna Sector Los Arrayanes,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609468,568,290.44812039
601,Río Pagüey,RURAL,2119,Río Sumapaz,211912,Río Pagüey,,ND,, Area M2: 1321801,,,569,1321894.16167862
601,Río Blanco,RURAL,3502,Río Guayuriba,350219,Río Blanco - Choachi,,ND,,,,,570,866510.43451362
603,Laguna,RURAL,3502,Río Guayuriba,350221,Quebrada Potrero Grande,,ND,,,,,571,672.38790972
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,572,207.65609654
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,573,479.22923958
603,Laguna,RURAL,3506,Río Guavio,350616,Río Guavio,,ND,,,,,574,160.06087752
603,Laguna Negra,RURAL,3502,Río Guayuriba,350222,Río Palmar,,ND,,,,,575,3637.44679445
603,Laguna de Romerales,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200608,Río Lechoso o Mugroso,,,,21200608476,576,427.4279135
601,Río Pontezuela,RURAL,3502,Río Guayuriba,350243,Río Blanco y Directos,,ND,,,,,577,101375.38494781
601,Río Sumapaz,RURAL,2119,Río Sumapaz,211904,Río Sumapaz (Alta),,ND,, Area M2: 1102559,,,578,1102558.3151017
604,Humedal del Guali,RURAL,2120,Río Bogotá,212007,Sector Tibitoc - Soacha,,ND,,,,,579,565298.61197644
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,580,128.37926046
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,581,365.44518734
603,Lago Club Pueblo Viejo 13,RURAL,2120,Río Bogotá,212007,Sector Tibitoc - Soacha,,ND,,,,,582,554.29143735
603,Laguna,RURAL,3503,Río Guatiquía,350305,Río Guajaro,,ND,,,,,583,39548.89508498
603,Lago Club Pueblo Viejo 2,RURAL,2120,Río Bogotá,212007,Sector Tibitoc - Soacha,,ND,,,,,584,393.12419279
603,Laguna,RURAL,2119,Río Sumapaz,211910,Río Cuja,,ND,,,,,585,22227.62757416
603,Laguna,RURAL,2119,Río Sumapaz,211910,Río Cuja,,ND,,,,,586,284.67141742
607,Pantano,RURAL,2119,Río Sumapaz,211910,Río Cuja,,ND,,,,,587,492.72281466
603,Laguna,RURAL,3506,Río Guavio,350611,Río Farallones,,ND,,,,,588,6201.0626892
607,Pantano Sector Pasquilla,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200605,Quebrada Santander,,,,21200605117,589,14102.4482252
603,Laguna,RURAL,3506,Río Guavio,350609,Río Sueva,,ND,,,,,590,8303.43977116
603,Laguna 2 Sector Q. Waterloo,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200607,Río Chisacá,,,,21200607510,591,331.8585754
603,Laguna,RURAL,3506,Río Guavio,350611,Río Farallones,,ND,,,,,592,21931.45227974
603,Lago Club Pueblo Viejo 4,RURAL,2120,Río Bogotá,212007,Sector Tibitoc - Soacha,,ND,,,,,593,1374.02131459
606,Quebrada Palmarito,RURAL,3502,Río Guayuriba,,ND,,ND,,,,,594,99132.70230087
603,Laguna,RURAL,3502,Río Guayuriba,350223,Río Caqueza,,ND,,,,,595,9769.05409496
603,Laguna 5 Sector La Regadera,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200604,Río Tunjuelo Alto,,,,21200604281,596,3180.73610454
603,Laguna,RURAL,3502,Río Guayuriba,350217,Río Santa Rosa,,ND,,,,,597,444.36425476
603,Laguna,RURAL,2119,Río Sumapaz,211910,Río Cuja,,ND,,,,,598,319.27809791
602,Caño Blanco,RURAL,3505,Río Humea,350508,Río Humea,,ND,,,,,599,780529.75637556
603,Laguna 2 Sector Q. Boca Grande,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609474,600,5313.71045025
603,Laguna 5 Sector Q. Waterloo,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200607,Río Chisacá,,,,21200607513,601,791.63599162
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,602,1684.75311364
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,603,351.01870772
603,Laguna,RURAL,3506,Río Guavio,350609,Río Sueva,,ND,,,,,604,7771.72871
603,Laguna,RURAL,3503,Río Guatiquía,350306,Quebrada Blanca,,ND,,,,,605,13812.88371606
603,Laguna,RURAL,3506,Río Guavio,350611,Río Farallones,,ND,,,,,606,7457.13834227
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,607,5332.09383326
601,Río Jagua,RURAL,3505,Río Humea,350501,Río Jagua,,ND,, Area M2: 1766642,,,608,1767045.79520359
601,Río Muchindote,RURAL,3506,Río Guavio,350606,Río Muchindote,,ND,,,,,609,644711.64880148
603,Laguna Sector Q. El Uval,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200610,Quebrada de Fucha,,,,21200610110,610,170.84622008
601,Río Guajaraicito,RURAL,3504,Río Guacavía,,ND,,ND,, Area M2: 1180711,,,611,1180866.09704881
602,Canal,RURAL,2120,Río Bogotá,212007,Sector Tibitoc - Soacha,,ND,,,,,612,5658.03631993
603,Laguna,RURAL,2119,Río Sumapaz,211910,Río Cuja,,ND,,,,,613,286.03754233
602,Canal Sector Rural Conejera,RURAL DC,2120,Río Bogotá,212022,Torca,21202202,Conejera,,,,21202202018,614,946.46050079
601,Río Caney,RURAL,3503,Río Guatiquía,,ND,,ND,, Area M2: 2167345,,,615,2167553.69238387
603,Laguna Larga,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200607,Río Chisacá,,,,21200607220,616,21762.5163339
603,Laguna 3 Sector Q. Boca Grande,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609475,617,5495.39009711
603,Laguna 4 Sector Q. Boca Grande,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609478,618,937.54867335
603,Laguna 1 Sector Q. La Regadera,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609492,619,395.94227174
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,620,278.23078412
603,Laguna 7 Sector Q. Piedra Gorda,RURAL DC,3502,Río Guayuriba,212006,Río Tunjuelo,21200609,Río Curubital,,,,21200609508,621,3118.7703693
603,Laguna,RURAL,2119,Río Sumapaz,211910,Río Cuja,,ND,,,,,622,417.00293131
603,Laguna,RURAL,3506,Río Guavio,350616,Río Guavio,,ND,,,,,623,52.54987954
603,Laguna 2 Sector R. Curubital,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609496,624,1033.65306241
603,Laguna sector Los Tunjos 3,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200607,Río Chisacá,,,,21200607202,625,468.28483755
603,Laguna 13 Sector Olarte,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200604,Río Tunjuelo Alto,,,,21200604296,626,633.4319618
603,Laguna San Juan,RURAL,3503,Río Guatiquía,350305,Río Guajaro,,ND,,,,,627,50045.2974185
603,Laguna,RURAL,3502,Río Guayuriba,350228,Quebrada Santa Rosa,,ND,,,,,628,10885.39039556
603,Laguna 1 Sector Q. Aguadulce,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200610,Quebrada de Fucha,,,,21200610111,629,320.02769923
605,Embalse La Regadera,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200604,Río Tunjuelo Alto,3300000,Vol M3: 3300000,,21200604276,630,275138.36353123
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,631,431.9830228
603,Laguna,RURAL,3506,Río Guavio,350609,Río Sueva,,ND,,,,,632,11821.63770769
603,Lago Club El Rancho 5,RURAL,2120,Río Bogotá,212007,Sector Tibitoc - Soacha,,ND,,,,,633,8563.7683007
601,Río Sardinata,RURAL,3502,Río Guayuriba,350231,Río Sardinata,,ND,,,,,634,866667.90131434
603,Lago Club Los Buhos 3,RURAL DC,2120,Río Bogotá,212022,Torca,21202203,Canal Torca,,,,21202203004,635,1379.4117714
601,Río Chorrera,RURAL,3506,Río Guavio,350610,Río Chorrera,,ND,,,,,636,436674.47232417
603,Laguna Q. Trompeta 2,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200603,Directos Río Tunjuelo,,,,21200603190,637,587.62998755
603,Laguna,RURAL,3503,Río Guatiquía,350306,Quebrada Blanca,,ND,,,,,638,994.52318691
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,639,729.99720388
603,Laguna Sect. Aeropuerto,RURAL DC,2120,Río Bogotá,212020,Fucha,21202001,Canal Cundinamarca,,,,21202001028,640,7320.4348724
603,Laguna,RURAL,3506,Río Guavio,350604,Río Rucio Ubalá,,ND,,,,,641,11727.50132735
603,Laguna,RURAL,3502,Río Guayuriba,350218,Río Pontezuela,,ND,,,,,642,2479.68402683
606,Quebrada Negra,RURAL,3503,Río Guatiquía,350312,Quebrada Blanca - Quebrada Negra,,ND,,,,,643,211664.18887023
603,Laguna,RURAL,2120,Río Bogotá,212008,Río Teusacá,,ND,,,,,644,281.91503783
601,Río Moquentiva,RURAL,3506,Río Guavio,350607,Río Salinero,,ND,,,,,645,333702.39613918
603,Laguna Q. San Gil o la Horqueta,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200604,Río Tunjuelo Alto,,,,21200604268,646,4769.8867824
601,Río Pilar,RURAL,2119,Río Sumapaz,211901,Río Pilar,,ND,,,,,647,253885.43208563
603,Laguna,RURAL,3506,Río Guavio,350609,Río Sueva,,ND,,,,,648,11598.05466386
603,Pondaje Cafam,URBANO,2120,Río Bogotá,212021,Salitre,21202109,Juan Amarillo,,,,21202109007,649,15643.96367508
603,Laguna 1 Sector La Regadera,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200604,Río Tunjuelo Alto,,,,21200604277,650,565.15833358
603,Laguna Sector Aguas Claras,RURAL DC,2120,Río Bogotá,212020,Fucha,21202005,Quebrada Aguas Claras o La Pichosa,,,,21202005013,651,786.02244482
601,Río Santa Rosa,RURAL,3502,Río Guayuriba,350217,Río Santa Rosa,,ND,,,,,652,173961.21089145
603,Laguna Club PONAL,URBANO,2120,Río Bogotá,212021,Salitre,21202109,Juan Amarillo,,,,21202109005,653,13143.36664709
603,Pondaje Rivera 4,RURAL DC,2120,Río Bogotá,212020,Fucha,21202001,Canal Cundinamarca,,,,21202001036,654,3589.65722782
603,Pondaje Rivera 3,RURAL DC,2120,Río Bogotá,212020,Fucha,21202001,Canal Cundinamarca,,,,21202001035,655,5845.06001774
603,Pondaje La Magdalena,RURAL DC,2120,Río Bogotá,212020,Fucha,21202001,Canal Cundinamarca,,,,21202001014,656,118189.78684928
603,Pondaje La Alameda,RURAL DC,2120,Río Bogotá,212020,Fucha,21202001,Canal Cundinamarca,,,,21202001030,657,31881.85533778
603,Pondaje Fontanar,URBANO,2120,Río Bogotá,212021,Salitre,21202109,Juan Amarillo,,,,21202109006,658,5677.31703215
603,Pondaje La Isla 2,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200601,Río Tunjuelo Bajo,,,,21200601040,659,12768.79076311
603,Pondaje La Isla 3,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200601,Río Tunjuelo Bajo,,,,21200601041,660,29376.35602453
603,Pondaje La Isla 1,URBANO,2120,Río Bogotá,212006,Tunjuelo,21200601,Río Tunjuelo Bajo,,,,21200601039,661,12899.11272935
602,Canal Guaymaral,URBANO,2120,Río Bogotá,212022,Torca,21202201,Canal Guaymaral,,,40,21202201000,662,66640.23976954
601,Río Salitre,URBANO,2120,Río Bogotá,212021,Salitre,21202101,Río Salitre,,,452,21202101000,663,75317.77606324
602,Canal Salitre,URBANO,2120,Río Bogotá,212021,Salitre,21202101,Río Salitre,,,67,21202101001,664,258644.45417427
601,Río Arzobispo,URBANO,2120,Río Bogotá,212021,Salitre,21202103,Río Arzobispo,,,449,21202103001,665,8289.92068759
602,Canal Arzobispo,URBANO,2120,Río Bogotá,212021,Salitre,21202103,Río Arzobispo,,,12,21202103000,666,6734.22867997
602,Canal Callejas,URBANO,2120,Río Bogotá,212021,Salitre,21202108,Cordoba,,,24,21202108074,667,40828.19777274
603,Laguna Bogotá 017,RURAL DC,2120,Río Bogotá,212022,Torca,21202201,Canal Guaymaral,,,,21202201058,668,1402.03209796
603,Laguna Bogotá 040,RURAL DC,2120,Río Bogotá,212022,Torca,21202202,Conejera,,,,21202202015,669,1062.95514167
603,Lago Club Los Arrayanes 8,RURAL DC,2120,Río Bogotá,212022,Torca,21202202,Conejera,,,,21202202012,670,8044.39432142
604,Humedal Hyntiba,RURAL DC,2120,Río Bogotá,212020,Fucha,21202001,Canal Cundinamarca,,,,21202001029,671,286733.88860647
603,Lagunas de Bocagrande 1,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609479,672,39077.65598545
603,Lagunas de Bocagrande 6,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609484,673,39077.65598545
603,Lagunas de Bocagrande 2,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609480,674,39077.65598545
603,Lagunas de Bocagrande 4,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609482,675,39077.65598545
603,Lagunas de Bocagrande 5,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609483,676,39077.65598545
603,Lagunas de Bocagrande 3,RURAL DC,2120,Río Bogotá,212006,Tunjuelo,21200609,Río Curubital,,,,21200609481,677,39077.65598545
